plate,well,contig,start,end,par,time
Dys16,D06,C,177270,6070609,5019,E
Dys16,D06,D,19528,19949402,5019,E
Dys16,D06,E,2440354,7480149,5019,E
Dys16,D06,E,12155819,37603027,5019,E
Dys16,D07,A,2400514,14235522,5019,E
Dys16,D07,B,10302,12325060,5019,E
Dys16,D07,B,19192138,22324955,5019,E
Dys16,D07,C,180255,17056102,5019,E
Dys16,D07,D,26819,19925565,5019,E
Dys16,D07,D,22738507,25847061,5019,E
Dys16,D08,A,52845,20322545,5019,E
Dys16,D08,B,23211476,29446959,5019,E
Dys16,D08,C,2499411,8735379,5019,E
Dys16,D08,C,20567006,25564618,5019,E
Dys16,D08,D,143513,19940314,5019,E
Dys16,D08,D,20730676,26159766,5019,E
Dys16,D08,E,1626478,6959877,5019,E
Dys16,D08,E,9431116,18407829,5019,E
Dys16,D09,A,11568187,23455807,5019,E
Dys16,D09,C,2142633,14196559,5019,E
Dys16,D09,C,23290190,25377236,5019,E
Dys16,D09,D,6964956,25963292,5019,E
Dys16,D09,E,2632,9895864,5019,E
Dys16,D09,E,27222653,37592704,5019,E
Dys16,D09,F,116764,1921598,5019,E
Dys16,D10,A,20008,12597583,5019,E
Dys16,D10,A,18623235,29857191,5019,E
Dys16,D10,B,101397,5127623,5019,E
Dys16,D10,B,17265129,26416231,5019,E
Dys16,D10,C,174198,9986135,5019,E
Dys16,D10,D,13700145,26031200,5019,E
Dys16,D10,E,17676,31252864,5019,E
Dys16,D10,F,1630,1885061,5019,E
Dys16,D11,A,5719694,15872106,5019,E
Dys16,D11,B,9341779,26352332,5019,E
Dys16,D11,C,254837,20947148,5019,E
Dys16,D11,D,128838,19944770,5019,E
Dys16,D11,D,24402616,25981238,5019,E
Dys16,D11,E,65574,15482297,5019,E
Dys16,D11,F,4539,1858058,5019,E
Dys16,D12,A,400675,9496247,5019,E
Dys16,D12,A,19329830,28257404,5019,E
Dys16,D12,B,18247623,30334800,5019,E
Dys16,D12,C,285931,11851941,5019,E
Dys16,D12,C,23074132,25532573,5019,E
Dys16,D12,D,4644,19826250,5019,E
Dys16,D12,E,109283,24017868,5019,E
Dys16,D12,F,118485,1921079,5019,E
Dys16,E02,A,10219490,13132525,5019,E
Dys16,E02,B,10302,25946713,5019,E
Dys16,E02,D,270591,7337201,5019,E
Dys16,E02,E,2777,12206551,5019,E
Dys16,E02,F,615908,1921506,5019,E
Dys16,E03,A,20008,5922724,5019,E
Dys16,E03,B,6382390,10502781,5019,E
Dys16,E03,C,4316,25415840,5019,E
Dys16,E03,D,12940,6495862,5019,E
Dys16,E03,E,369,37622225,5019,E
Dys16,E04,A,14705757,18160252,5019,E
Dys16,E04,B,14200515,23297550,5019,E
Dys16,E04,B,27615058,29227903,5019,E
Dys16,E04,C,1328461,5266099,5019,E
Dys16,E04,C,9217577,22527662,5019,E
Dys16,E04,D,193857,25188172,5019,E
Dys16,E04,E,5061326,20449833,5019,E
Dys16,E05,A,28756,5574596,5019,E
Dys16,E05,A,15398076,24116118,5019,E
Dys16,E05,C,8782816,12416449,5019,E
Dys16,E05,C,14846268,25404969,5019,E
Dys16,E05,D,64926,19928945,5019,E
Dys16,E05,E,22405388,37622225,5019,E
Dys16,E06,A,27325,16063607,5019,E
Dys16,E06,A,22025781,29425305,5019,E
Dys16,E06,B,10302,20750179,5019,E
Dys16,E06,B,25849340,29446078,5019,E
Dys16,E06,C,20167056,25369697,5019,E
Dys16,E06,D,23743555,25943839,5019,E
Dys16,E06,E,3133030,4999196,5019,E
Dys16,E06,E,15146528,27751490,5019,E
Dys16,E07,A,30560,29801853,5019,E
Dys16,E07,B,12017848,29937622,5019,E
Dys16,E07,C,176285,25371937,5019,E
Dys16,E07,D,26819,19924563,5019,E
Dys16,E07,E,27958,19061794,5019,E
Dys16,E08,A,23677103,29710958,5019,E
Dys16,E08,B,11854571,29442655,5019,E
Dys16,E08,C,10133575,21353473,5019,E
Dys16,E08,D,20145,7107202,5019,E
Dys16,E08,D,23265869,25968801,5019,E
Dys16,E08,E,2632,10097198,5019,E
Dys16,E09,A,26217,14125791,5019,E
Dys16,E09,A,20107164,29672244,5019,E
Dys16,E09,B,103219,3330790,5019,E
Dys16,E09,B,19023252,29393210,5019,E
Dys16,E09,C,10177622,25516403,5019,E
Dys16,E09,D,167977,7344335,5019,E
Dys16,E09,E,4095,2434936,5019,E
Dys16,E09,E,10436621,37621867,5019,E
Dys16,E10,B,80376,2361046,5019,E
Dys16,E10,B,22003962,29462571,5019,E
Dys16,E10,C,217212,1407268,5019,E
Dys16,E10,C,13473051,21590124,5019,E
Dys16,E10,D,270991,26644345,5019,E
Dys16,E10,E,3230588,9251338,5019,E
Dys16,E11,A,30560,28319065,5019,E
Dys16,E11,B,119348,10172118,5019,E
Dys16,E11,B,14745447,29422191,5019,E
Dys16,E11,C,217212,6403001,5019,E
Dys16,E11,C,16246423,23417096,5019,E
Dys16,E11,D,19791923,25847227,5019,E
Dys16,E11,E,369,12715713,5019,E
Dys16,E11,E,14143547,19129203,5019,E
Dys16,E11,F,15451,1885976,5019,E
Dys16,E12,A,1909943,6046847,5019,E
Dys16,E12,A,10941304,29555608,5019,E
Dys16,E12,B,10302,13930493,5019,E
Dys16,E12,C,180255,23439681,5019,E
Dys16,E12,D,192192,11126352,5019,E
Dys16,E12,E,5314,16191369,5019,E
Dys16,E12,E,26035924,37622225,5019,E
Dys16,E12,F,174201,1381272,5019,E
Dys16,F02,B,10302,11778101,5019,E
Dys16,F02,B,24501144,29445030,5019,E
Dys16,F02,C,256713,25392713,5019,E
Dys16,F02,D,60663,25946371,5019,E
Dys16,F02,E,5799,13420764,5019,E
Dys16,F02,E,30967391,37619418,5019,E
Dys16,F03,A,13484790,17049037,5019,E
Dys16,F03,B,24172579,29586486,5019,E
Dys16,F03,C,944795,20116795,5019,E
Dys16,F03,D,53413,19938740,5019,E
Dys16,F03,D,22625787,25966817,5019,E
Dys16,F03,E,6340669,13126183,5019,E
Dys16,F03,E,19825116,37598270,5019,E
Dys16,F03,F,656334,1919471,5019,E
Dys16,F04,A,28265,14788451,5019,E
Dys16,F04,C,11666955,20130367,5019,E
Dys16,F04,D,2361275,25984833,5019,E
Dys16,F04,E,7849146,22522445,5019,E
Dys16,F05,A,1835,7397944,5027,E
Dys16,F05,A,18262081,22685466,5027,E
Dys16,F05,B,7622383,28869990,5027,E
Dys16,F05,C,175991,8786644,5027,E
Dys16,F05,D,226868,7410589,5027,E
Dys16,F05,E,6877906,22097573,5027,E
Dys16,F05,F,487450,1894097,5027,E
Dys16,F06,A,7520936,29644902,5027,E
Dys16,F06,B,10302,29556978,5027,E
Dys16,F06,C,4989926,9734267,5027,E
Dys16,F06,C,20066524,25879314,5027,E
Dys16,F06,D,4644,25969175,5027,E
Dys16,F06,E,2015833,9573839,5027,E
Dys16,F06,E,25111290,37619418,5027,E
Dys16,F07,A,15378,4411900,5027,E
Dys16,F07,A,21776066,28482367,5027,E
Dys16,F07,B,88931,21563058,5027,E
Dys16,F07,C,11195060,15222565,5027,E
Dys16,F07,C,21652965,25613426,5027,E
Dys16,F07,E,7039,5702818,5027,E
Dys16,F07,E,9357974,13462876,5027,E
Dys16,F08,A,33580,29608425,5027,E
Dys16,F08,B,14493316,24212289,5027,E
Dys16,F08,C,1319959,9693419,5027,E
Dys16,F08,C,20061849,25416701,5027,E
Dys16,F08,D,68661,13570675,5027,E
Dys16,F08,D,22201700,26072728,5027,E
Dys16,F08,E,4990,5464132,5027,E
Dys16,F08,E,21047397,37615181,5027,E
Dys16,F09,A,67239,5891399,5027,E
Dys16,F09,B,13239161,29384536,5027,E
Dys16,F09,D,228277,20073592,5027,E
Dys16,F09,D,23600809,26700186,5027,E
Dys16,F09,E,2632,5154372,5027,E
Dys16,F09,E,16714702,37592313,5027,E
Dys16,F10,A,23907858,29474979,5027,E
Dys16,F10,B,77770,6922009,5027,E
Dys16,F10,C,4302,6049230,5027,E
Dys16,F10,C,13587792,25576793,5027,E
Dys16,F10,D,4644,7369758,5027,E
Dys16,F10,D,10269911,22001715,5027,E
Dys16,F10,F,505080,1335524,5027,E
Dys16,F11,A,2980744,29370184,5027,E
Dys16,F11,B,102843,9874365,5027,E
Dys16,F11,C,4109,8807315,5027,E
Dys16,F11,C,24112557,25363304,5027,E
Dys16,F11,D,4938382,25791584,5027,E
Dys16,F11,E,5847,5098032,5027,E
Dys16,F11,E,10083044,37615559,5027,E
Dys16,F12,A,16421,29602074,5027,E
Dys16,F12,B,8114914,20698083,5027,E
Dys16,F12,C,173058,7716707,5027,E
Dys16,F12,D,121986,23824151,5027,E
Dys16,F12,E,369,1659072,5027,E
Dys16,F12,E,6941548,27911963,5027,E
Dys16,G03,A,4230625,29740452,5027,E
Dys16,G03,B,8324676,29334337,5027,E
Dys16,G03,C,4571,14275016,5027,E
Dys16,G03,D,231366,11257413,5027,E
Dys16,G03,D,20248004,26669620,5027,E
Dys16,G03,E,53280,37519721,5027,E
Dys16,G03,F,116310,1860021,5027,E
Dys16,G04,A,19397,6614897,5027,E
Dys16,G04,A,12980935,29887172,5027,E
Dys16,G04,B,2577943,19980343,5027,E
Dys16,G04,C,4192,9234864,5027,E
Dys16,G04,D,6367422,10357939,5027,E
Dys16,G04,E,6796690,37588042,5027,E
Dys16,G04,F,4651,1520333,5027,E
Dys16,G06,A,39546,4164323,5027,E
Dys16,G06,A,13336103,29735213,5027,E
Dys16,G06,B,7799854,29634023,5027,E
Dys16,G06,C,5581399,25405118,5027,E
Dys16,G06,D,7786522,22481605,5027,E
Dys16,G06,E,2777,28221628,5027,E
Dys16,G06,F,810727,1859877,5027,E
Dys16,G07,A,28265,3081514,5027,E
Dys16,G07,B,10302,24207333,5027,E
Dys16,G07,C,4671,25413642,5027,E
Dys16,G07,D,26819,11514629,5027,E
Dys16,G07,D,22689815,26710239,5027,E
Dys16,G07,E,21212,11678486,5027,E
Dys16,G07,F,1264,1390005,5027,E
Dys16,G08,A,15516354,22078183,5027,E
Dys16,G08,A,25124051,29716314,5027,E
Dys16,G08,B,8326176,21286389,5027,E
Dys16,G08,C,175991,13242189,5027,E
Dys16,G08,D,227157,5145319,5027,E
Dys16,G08,D,13296813,18792581,5027,E
Dys16,G08,E,27670140,37617494,5027,E
Dys16,G08,F,4651,1436551,5027,E
Dys16,G09,A,20008,4139935,5027,E
Dys16,G09,A,24091712,25202427,5027,E
Dys16,G09,B,5154910,12976398,5027,E
Dys16,G09,C,11514198,18142944,5027,E
Dys16,G09,D,19528,24200879,5027,E
Dys16,G09,E,6602217,28766001,5027,E
Dys16,G09,F,534823,1858058,5027,E
Dys16,G10,A,17890305,21355360,5027,E
Dys16,G10,B,18900543,29509747,5027,E
Dys16,G10,C,13577987,25418305,5027,E
Dys16,G10,D,5870,26012565,5027,E
Dys16,G10,E,22502671,33418733,5027,E
Dys16,G10,E,33887459,37614990,5027,E
Dys16,G10,F,215291,1886923,5027,E
Dys16,G11,A,2031434,21914801,5027,E
Dys16,G11,A,26655102,29711179,5027,E
Dys16,G11,B,18117601,23285931,5027,E
Dys16,G11,C,1032768,2767400,5027,E
Dys16,G11,D,60663,7898948,5027,E
Dys16,G11,D,12400570,25964944,5027,E
Dys16,G11,E,7578004,22270057,5027,E
Dys16,G11,F,505019,1884175,5027,E
Dys16,G12,A,7852338,16669614,5027,E
Dys16,G12,A,24330141,30446248,5027,E
Dys16,G12,B,107657,10905580,5027,E
Dys16,G12,D,17746147,25955195,5027,E
Dys16,G12,E,7399141,30539218,5027,E
Dys16,H02,B,51995,22983208,5027,E
Dys16,H02,C,4109,11942238,5027,E
Dys16,H02,E,40242,9734656,5027,E
Dys16,H03,A,4101100,23569837,5027,E
Dys16,H03,B,253934,29475082,5027,E
Dys16,H03,C,4495,9538325,5027,E
Dys16,H03,C,12779090,19423842,5027,E
Dys16,H03,D,57524,16784212,5027,E
Dys16,H03,E,369,33418787,5027,E
Dys16,H03,E,33609811,37622360,5027,E
Dys16,H04,B,11874534,18283174,5027,E
Dys16,H04,C,1740438,15007785,5027,E
Dys16,H04,C,19894323,25417850,5027,E
Dys16,H04,D,14590988,18714020,5027,E
Dys16,H04,E,10721274,27931613,5027,E
Dys16,H06,A,25525777,29672227,5027,E
Dys16,H06,B,8310463,29473241,5027,E
Dys16,H06,C,1728685,7475235,5027,E
Dys16,H06,D,8386793,22296400,5027,E
Dys16,H06,E,6685,3075950,5027,E
Dys16,H07,A,21224,27409086,5027,E
Dys16,H07,B,20393262,24144776,5027,E
Dys16,H07,C,6795437,19882537,5027,E
Dys16,H07,D,256836,10654776,5027,E
Dys16,H07,E,84534,6842729,5027,E
Dys16,H07,E,28623789,37622225,5027,E
Dys16,H08,A,174226,2396574,5027,E
Dys16,H08,B,18948226,29636121,5027,E
Dys16,H08,C,6894908,14895102,5027,E
Dys16,H08,C,21526469,25228437,5027,E
Dys16,H08,D,4644,25712588,5027,E
Dys16,H08,E,4025771,17035711,5027,E
Dys16,H08,F,23511,1885104,5027,E
Dys16,H09,A,4364,4903394,5027,E
Dys16,H09,B,10302,25675123,5027,E
Dys16,H09,C,177297,11753491,5027,E
Dys16,H09,D,3207235,18516659,5027,E
Dys16,H09,E,5122427,37606827,5027,E
Dys16,H10,A,31259,13730338,5027,E
Dys16,H10,B,10302,4435678,5027,E
Dys16,H10,C,157892,1969002,5027,E
Dys16,H10,D,9053179,18904337,5027,E
Dys16,H10,E,3068434,37606827,5027,E
Dys16,H11,B,16122315,29209914,5027,E
Dys16,H11,D,292634,11544352,5027,E
Dys16,H11,E,92904,19370024,5027,E
Dys16,H12,A,1835,18550617,5027,E
Dys16,H12,B,3793058,29441660,5027,E
Dys16,H12,C,4495,24154712,5027,E
Dys16,H12,D,15554867,22704509,5027,E
Dys16,H12,E,6685,2420549,5027,E
Dys17,A01,A,21539478,29528986,5027,E
Dys17,A01,B,19603487,28971918,5027,E
Dys17,A01,C,4316,13435320,5027,E
Dys17,A01,D,161976,20255247,5027,E
Dys17,A01,D,24298069,25802962,5027,E
Dys17,A01,E,4753107,10978018,5027,E
Dys17,A01,F,480801,1885061,5027,E
Dys17,A02,A,17589219,29550119,5027,E
Dys17,A02,B,10302,5981959,5027,E
Dys17,A02,C,259834,22978653,5027,E
Dys17,A02,D,3964623,12862261,5027,E
Dys17,A02,D,16149257,25799963,5027,E
Dys17,A02,E,6836641,11808597,5027,E
Dys17,A02,E,18321443,37615559,5027,E
Dys17,A03,A,27325,14278222,5027,E
Dys17,A03,B,7854007,22447215,5027,E
Dys17,A03,C,4671,4523506,5027,E
Dys17,A03,C,13446568,25359260,5027,E
Dys17,A03,D,192192,26145583,5027,E
Dys17,A03,E,12420211,37613458,5027,E
Dys17,A04,A,91031,5324251,5027,E
Dys17,A04,A,10286806,28009867,5027,E
Dys17,A04,B,6709510,14866323,5027,E
Dys17,A04,C,7336155,9440779,5027,E
Dys17,A04,C,17475026,25389350,5027,E
Dys17,A04,D,169490,7122905,5027,E
Dys17,A04,D,18121370,25808448,5027,E
Dys17,A04,E,13595008,37615181,5027,E
Dys17,A04,F,26720,1838110,5027,E
Dys17,A05,A,12630027,23973677,5027,E
Dys17,A05,B,51995,23078384,5027,E
Dys17,A05,C,7911160,13067578,5027,E
Dys17,A05,D,328522,3810369,5027,E
Dys17,A05,D,7253539,22591950,5027,E
Dys17,A05,E,4095,27987879,5027,E
Dys17,A06,A,21513,5354313,5027,E
Dys17,A06,B,10302,13419388,5027,E
Dys17,A06,B,18397168,21325476,5027,E
Dys17,A06,C,175432,9828561,5027,E
Dys17,A06,C,11751479,13074062,5027,E
Dys17,A06,D,2051124,4931665,5027,E
Dys17,A06,D,15875724,26716095,5027,E
Dys17,A07,A,9738733,16335658,5027,E
Dys17,A07,A,22433244,29533690,5027,E
Dys17,A07,B,10302,20692751,5027,E
Dys17,A07,C,1611648,13441206,5027,E
Dys17,A07,D,2939052,25974813,5027,E
Dys17,A07,E,37310,37603027,5027,E
Dys17,A08,A,7583991,14226096,5027,E
Dys17,A08,B,10302,1822277,5027,E
Dys17,A08,B,12306189,14201859,5027,E
Dys17,A08,C,6827076,25371839,5027,E
Dys17,A08,E,369,23639730,5027,E
Dys17,A08,F,15511,1820143,5027,E
Dys17,A09,A,1570993,16825742,5096,E
Dys17,A09,B,49541,18161864,5096,E
Dys17,A09,C,173058,1619079,5096,E
Dys17,A09,C,20836709,25398905,5096,E
Dys17,A09,D,11738879,26052893,5096,E
Dys17,A09,E,44030,21528514,5096,E
Dys17,A09,E,24306584,37615181,5096,E
Dys17,A10,A,21224,29602074,5096,E
Dys17,A10,B,130180,21352848,5096,E
Dys17,A10,C,14989551,25323152,5096,E
Dys17,A10,D,9949891,25996335,5096,E
Dys17,A10,E,4403192,21307089,5096,E
Dys17,A10,F,26720,1858058,5096,E
Dys17,A11,A,2969801,7230792,5096,E
Dys17,A11,B,118170,18484998,5096,E
Dys17,A11,B,22455141,29374061,5096,E
Dys17,A11,C,173058,7677202,5096,E
Dys17,A11,E,2399118,18693262,5096,E
Dys17,A12,A,19481207,30884845,5096,E
Dys17,A12,B,4691119,29573261,5096,E
Dys17,A12,C,8611930,11795336,5096,E
Dys17,A12,D,5458614,25847227,5096,E
Dys17,A12,E,28542752,37620626,5096,E
Dys17,B01,A,2786794,27725289,5096,E
Dys17,B01,B,4314840,23895622,5096,E
Dys17,B01,C,12855667,15786209,5096,E
Dys17,B01,D,26819,6074945,5096,E
Dys17,B01,D,21064134,26070473,5096,E
Dys17,B01,E,4960041,19190340,5096,E
Dys17,B01,E,25384289,37619810,5096,E
Dys17,B02,A,1835,4931188,5096,E
Dys17,B02,B,71427,11541835,5096,E
Dys17,B02,B,15067748,19174671,5096,E
Dys17,B02,B,24776792,29453757,5096,E
Dys17,B02,C,5096594,25822499,5096,E
Dys17,B02,D,329471,7781168,5096,E
Dys17,B02,D,24601833,26079033,5096,E
Dys17,B02,E,6937573,37614520,5096,E
Dys17,B03,A,275325,30854801,5096,E
Dys17,B03,B,153587,29365781,5096,E
Dys17,B03,C,22546395,24886460,5096,E
Dys17,B03,D,4507017,6591536,5096,E
Dys17,B03,D,11441905,17793574,5096,E
Dys17,B03,D,23084103,25358760,5096,E
Dys17,B03,E,3564371,24897257,5096,E
Dys17,B03,F,116310,1818586,5096,E
Dys17,B04,A,41335,27498222,5096,E
Dys17,B04,B,4607518,29635553,5096,E
Dys17,B04,D,170563,16369492,5096,E
Dys17,B05,A,21376664,29408480,5096,E
Dys17,B05,B,25490923,29435898,5096,E
Dys17,B05,C,6636473,12413093,5096,E
Dys17,B05,C,18296417,25518354,5096,E
Dys17,B05,E,3298,37555083,5096,E
Dys17,B06,A,17795227,29337026,5096,E
Dys17,B06,B,4667624,11912276,5096,E
Dys17,B06,C,281520,25364781,5096,E
Dys17,B06,D,15610421,24740343,5096,E
Dys17,B06,E,369,10267877,5096,E
Dys17,B06,E,15543448,37618111,5096,E
Dys17,B06,F,624123,1863070,5096,E
Dys17,B07,A,8131409,29550119,5096,E
Dys17,B07,B,15541749,29441537,5096,E
Dys17,B07,C,243026,25402264,5096,E
Dys17,B07,D,53413,14613542,5096,E
Dys17,B07,D,21730490,25765997,5096,E
Dys17,B08,A,20008,4945555,5096,E
Dys17,B08,A,8432433,25338764,5096,E
Dys17,B08,B,24564769,29452608,5096,E
Dys17,B08,C,4607,5570483,5096,E
Dys17,B08,D,245206,13292275,5096,E
Dys17,B08,D,19291510,20524258,5096,E
Dys17,B08,E,369,2187149,5096,E
Dys17,B09,A,39876,455959,5096,E
Dys17,B09,B,6189639,22401513,5096,E
Dys17,B09,C,175991,8938190,5096,E
Dys17,B09,C,15308030,19851050,5096,E
Dys17,B09,D,275958,4383392,5096,E
Dys17,B09,D,13571048,16615760,5096,E
Dys17,B10,A,81728,29636784,5096,E
Dys17,B10,B,10302,4642557,5096,E
Dys17,B10,B,9841816,29363472,5096,E
Dys17,B10,C,1824056,18305811,5096,E
Dys17,B10,D,269744,21226627,5096,E
Dys17,B10,E,5799,22185839,5096,E
Dys17,B10,F,504162,1438244,5096,E
Dys17,B11,A,50278,13488472,5096,E
Dys17,B11,B,7195885,24974887,5096,E
Dys17,B11,C,175991,22372171,5096,E
Dys17,B11,D,11794238,19318027,5096,E
Dys17,B11,D,24876769,25960311,5096,E
Dys17,B11,E,2939,4927056,5096,E
Dys17,B11,E,12600984,24309937,5096,E
Dys17,B12,A,15558619,21030784,5096,E
Dys17,B12,B,162267,7217675,5096,E
Dys17,B12,B,10373809,16993022,5096,E
Dys17,B12,C,177715,21290760,5096,E
Dys17,B12,D,4644,4144079,5096,E
Dys17,B12,D,18531367,25962048,5096,E
Dys17,B12,E,27958,5609696,5096,E
Dys17,B12,E,9697635,31099961,5096,E
Dys17,B12,F,117044,1391283,5096,E
Dys17,C01,A,4364,4925615,5096,E
Dys17,C01,A,23687987,29711230,5096,E
Dys17,C01,C,265378,21110178,5096,E
Dys17,C01,D,20145,6671586,5096,E
Dys17,C01,E,19052351,37622225,5096,E
Dys17,C01,F,496573,1430157,5096,E
Dys17,C02,A,3173106,10760671,5096,E
Dys17,C02,A,25562209,29636784,5096,E
Dys17,C02,B,10302,4312202,5096,E
Dys17,C02,B,18976569,29557706,5096,E
Dys17,C02,C,1485100,25412872,5096,E
Dys17,C03,A,28029744,29644902,5096,E
Dys17,C03,B,51995,9399109,5096,E
Dys17,C03,B,25907319,29458168,5096,E
Dys17,C03,C,8261207,25440197,5096,E
Dys17,C03,D,3047666,9303433,5096,E
Dys17,C03,E,3548500,7191612,5096,E
Dys17,C03,E,20765276,37621867,5096,E
Dys17,C04,A,20008,29846451,5096,E
Dys17,C04,B,103086,10989624,5096,E
Dys17,C04,B,25740340,29453022,5096,E
Dys17,C04,C,4495,25404853,5096,E
Dys17,C04,D,26819,6329817,5096,E
Dys17,C04,D,14182197,26054919,5096,E
Dys17,C04,E,5921166,24547346,5096,E
Dys17,C05,A,12266184,23501149,5096,E
Dys17,C05,B,5314010,15420607,5096,E
Dys17,C05,C,177239,8616669,5096,E
Dys17,C05,C,15619333,25412872,5096,E
Dys17,C05,D,6600,21721513,5096,E
Dys17,C05,E,28060333,37622225,5096,E
Dys17,C06,A,12076,4270134,5096,E
Dys17,C06,B,19722206,26070151,5096,E
Dys17,C06,C,4495,4864628,5096,E
Dys17,C06,E,6802,10123283,5096,E
Dys17,C06,E,26873725,37580978,5096,E
Dys17,C06,F,116310,1885676,5096,E
Dys17,C07,A,9474539,14276685,5096,E
Dys17,C07,A,22316732,29599368,5096,E
Dys17,C07,B,77770,8932341,5096,E
Dys17,C07,B,22008824,29458300,5096,E
Dys17,C07,C,263287,15028391,5096,E
Dys17,C07,D,11815827,25794649,5096,E
Dys17,C07,E,369,16782148,5096,E
Dys17,C07,E,21132730,25535678,5096,E
Dys17,C07,E,28697025,37613290,5096,E
Dys17,C08,A,30560,17119525,5096,E
Dys17,C08,B,6091303,29556245,5096,E
Dys17,C08,C,4316,8946983,5096,E
Dys17,C08,C,14395060,25519623,5096,E
Dys17,C08,D,10253787,26023468,5096,E
Dys17,C08,E,40242,18322321,5096,E
Dys17,C08,F,487106,1432987,5096,E
Dys17,C09,A,1835,5642679,5096,E
Dys17,C09,B,88931,7739056,5096,E
Dys17,C09,C,11235485,25433205,5096,E
Dys17,C09,D,143513,22086129,5096,E
Dys17,C09,E,4075361,14000928,5096,E
Dys17,C09,E,26262741,37614520,5096,E
Dys17,C09,F,113765,1882669,5096,E
Dys17,C10,A,39546,19084117,5096,E
Dys17,C10,B,10302,18214139,5096,E
Dys17,C10,C,15116978,25583843,5096,E
Dys17,C10,D,12929544,25802180,5096,E
Dys17,C10,E,2632,2577564,5096,E
Dys17,C10,E,15923167,37619418,5096,E
Dys17,C10,F,9705,1399784,5096,E
Dys17,C11,A,9533271,11996773,5096,E
Dys17,C11,B,4852852,23403464,5096,E
Dys17,C11,C,4607,1583399,5096,E
Dys17,C11,C,16246082,20504451,5096,E
Dys17,C12,A,21478683,29551425,5096,E
Dys17,C12,B,4463695,11515986,5096,E
Dys17,C12,B,21462911,29467338,5096,E
Dys17,C12,C,4495,25771087,5096,E
Dys17,C12,D,8833450,14159150,5096,E
Dys17,C12,E,7502738,25140039,5096,E
Dys17,D01,B,10302,2324337,5096,E
Dys17,D01,D,2085163,19309771,5096,E
Dys17,D01,E,3187461,6085293,5096,E
Dys17,D01,E,11824396,17152366,5096,E
Dys17,D01,E,22394541,35564144,5096,E
Dys17,D01,E,36259150,37603027,5096,E
Dys17,D02,A,19397,6384334,5096,E
Dys17,D02,A,15908899,30567587,5096,E
Dys17,D02,B,2096426,10258760,5096,E
Dys17,D02,C,9322325,25580163,5096,E
Dys17,D02,D,60663,2067761,5096,E
Dys17,D02,E,2332064,29200943,5096,E
Dys17,D03,C,4546858,25404665,5096,E
Dys17,D03,D,239909,26074913,5096,E
Dys17,D03,E,18794,10348931,5096,E
Dys17,D03,E,24006073,37595981,5096,E
Dys17,D04,A,5561317,17008310,5096,E
Dys17,D04,B,17627983,29441918,5096,E
Dys17,D04,C,4571,17043607,5096,E
Dys17,D04,D,18050406,26070348,5096,E
Dys17,D04,E,18794,30575848,5096,E
Dys17,D04,F,4651,1357404,5096,E
Dys17,D05,A,624423,19136181,5096,E
Dys17,D05,B,1685708,10598621,5096,E
Dys17,D05,C,256713,9518746,5096,E
Dys17,D05,C,23355082,25807680,5096,E
Dys17,D05,D,5574599,13018427,5096,E
Dys17,D05,E,9462089,37619810,5096,E
Dys17,D05,F,484219,1858058,5096,E
Dys17,D06,A,12515056,22583852,5096,E
Dys17,D06,A,24405998,29571509,5096,E
Dys17,D06,B,7954098,29474629,5096,E
Dys17,D06,E,6878491,37578676,5096,E
Dys17,D07,A,35350,10478955,5096,E
Dys17,D07,A,19120045,29611997,5096,E
Dys17,D07,B,1553651,29440221,5096,E
Dys17,D07,C,11208572,25599633,5096,E
Dys17,D07,D,11484108,16943529,5096,E
Dys17,D07,E,7291,6610955,5096,E
Dys17,D07,F,113765,1858058,5096,E
Dys17,D08,A,12076,15067759,5096,E
Dys17,D08,A,22244697,29636670,5096,E
Dys17,D08,B,52025,8317653,5096,E
Dys17,D08,B,18997126,24236415,5096,E
Dys17,D08,C,176333,14534152,5096,E
Dys17,D08,D,228277,26069824,5096,E
Dys17,D08,E,7515571,27718496,5096,E
Dys17,D08,F,116310,1886923,5096,E
Dys17,D09,A,23621649,29574763,5096,E
Dys17,D09,B,10302,3565686,5096,E
Dys17,D09,B,12064340,29371279,5096,E
Dys17,D09,D,121986,9907052,5096,E
Dys17,D10,A,19897,29608615,5096,E
Dys17,D10,B,10302,9836069,5096,E
Dys17,D10,B,17127115,29545863,5096,E
Dys17,D10,C,176042,7369312,5096,E
Dys17,D10,C,12556927,22722508,5096,E
Dys17,D10,D,231128,8784065,5096,E
Dys17,D10,E,13261501,37609466,5096,E
Dys17,D10,F,482333,1921419,5096,E
Dys17,D11,A,18881,15679667,5096,E
Dys17,D11,A,22354947,29808103,5096,E
Dys17,D11,B,10302,12837936,5096,E
Dys17,D11,B,20342982,29453118,5096,E
Dys17,D11,C,6561793,25378028,5096,E
Dys17,D11,D,6600,23793324,5096,E
Dys17,D11,E,3894343,13963248,5096,E
Dys17,D11,E,27112146,37613290,5096,E
Dys17,D11,F,824883,1855382,5096,E
Dys17,D12,A,13402880,29549570,5096,E
Dys17,D12,B,52025,29514147,5096,E
Dys17,D12,C,258642,9272302,5096,E
Dys17,D12,D,26819,24024489,5096,E
Dys17,D12,E,26361284,37613458,5096,E
Dys17,E01,A,22585,7717217,4003,L
Dys17,E01,A,24059916,29571337,4003,L
Dys17,E01,B,10302,15961743,4003,L
Dys17,E01,B,19274129,29445030,4003,L
Dys17,E01,C,4571,22816697,4003,L
