"sample","contig","CO.pos","parent","time","dys.non","fecundity","batch"
"Dys15_B08","D",0,4016,"E","dys","high",2
"Dys15_B08","E",8831409,4016,"E","dys","high",2
"Dys15_B08","E",21092061,4016,"E","dys","high",2
"Dys15_B09","A",1648309,4016,"E","dys","high",2
"Dys15_B09","A",16333918,4016,"E","dys","high",2
"Dys15_B09","B",18456740,4016,"E","dys","high",2
"Dys15_B09","C",0,4016,"E","dys","high",2
"Dys15_B09","D",10935914,4016,"E","dys","high",2
"Dys15_B09","D",20033346,4016,"E","dys","high",2
"Dys15_B09","E",5790372,4016,"E","dys","high",2
"Dys15_B10","A",15574460,4016,"E","dys","high",2
"Dys15_B10","B",20906240,4016,"E","dys","high",2
"Dys15_B10","C",12447100,4016,"E","dys","high",2
"Dys15_B10","D",2911155,4016,"E","dys","high",2
"Dys15_B10","D",17774573,4016,"E","dys","high",2
"Dys15_B10","D",22148071,4016,"E","dys","high",2
"Dys15_B10","E",16626667,4016,"E","dys","high",2
"Dys15_B11","A",0,4016,"E","dys","high",2
"Dys15_B11","B",7320932,4016,"E","dys","high",2
"Dys15_B11","C",12137985,4016,"E","dys","high",2
"Dys15_B11","C",24596164,4016,"E","dys","high",2
"Dys15_B11","D",6022836,4016,"E","dys","high",2
"Dys15_B11","E",9397868,4016,"E","dys","high",2
"Dys15_B11","E",19616422,4016,"E","dys","high",2
"Dys15_B12","A",0,4016,"E","dys","high",2
"Dys15_B12","B",23887484,4016,"E","dys","high",2
"Dys15_B12","C",5686998,4016,"E","dys","high",2
"Dys15_B12","D",10913752,4016,"E","dys","high",2
"Dys15_B12","D",21070994,4016,"E","dys","high",2
"Dys15_B12","E",11865195,4016,"E","dys","high",2
"Dys15_B12","E",30092738,4016,"E","dys","high",2
"Dys15_C01","A",0,4016,"E","dys","high",2
"Dys15_C01","B",5272300,4016,"E","dys","high",2
"Dys15_C01","B",22050386,4016,"E","dys","high",2
"Dys15_C01","C",0,4016,"E","dys","high",2
"Dys15_C01","D",0,4016,"E","dys","high",2
"Dys15_C01","E",26801918,4016,"E","dys","high",2
"Dys15_C03","A",10257932,4016,"E","dys","high",2
"Dys15_C03","A",12238710,4016,"E","dys","high",2
"Dys15_C03","B",0,4016,"E","dys","high",2
"Dys15_C03","C",6181072,4016,"E","dys","high",2
"Dys15_C03","C",22871763,4016,"E","dys","high",2
"Dys15_C03","C",24662091,4016,"E","dys","high",2
"Dys15_C03","D",13592028,4016,"E","dys","high",2
"Dys15_C03","D",21506084,4016,"E","dys","high",2
"Dys15_C03","D",22718186,4016,"E","dys","high",2
"Dys15_C03","E",7312124,4016,"E","dys","high",2
"Dys15_C05","A",5859136,4016,"E","dys","high",2
"Dys15_C05","B",27035531,4016,"E","dys","high",2
"Dys15_C05","C",3711230,4016,"E","dys","high",2
"Dys15_C05","C",10517909,4016,"E","dys","high",2
"Dys15_C05","C",19961436,4016,"E","dys","high",2
"Dys15_C05","D",19047007,4016,"E","dys","high",2
"Dys15_C05","E",24639675,4016,"E","dys","high",2
"Dys15_C06","A",4325902,4016,"E","dys","high",2
"Dys15_C06","A",11837369,4016,"E","dys","high",2
"Dys15_C06","B",11909919,4016,"E","dys","high",2
"Dys15_C06","B",16906999,4016,"E","dys","high",2
"Dys15_C06","C",0,4016,"E","dys","high",2
"Dys15_C06","D",12089482,4016,"E","dys","high",2
"Dys15_C06","E",13926818,4016,"E","dys","high",2
"Dys15_C08","A",14175240,4016,"E","dys","high",2
"Dys15_C08","B",18757374,4016,"E","dys","high",2
"Dys15_C08","C",9100590,4016,"E","dys","high",2
"Dys15_C08","D",0,4016,"E","dys","high",2
"Dys15_C08","E",19219501,4016,"E","dys","high",2
"Dys15_C09","A",12074687,4016,"E","dys","high",2
"Dys15_C09","A",18038853,4016,"E","dys","high",2
"Dys15_C09","B",0,4016,"E","dys","high",2
"Dys15_C09","C",8159922,4016,"E","dys","high",2
"Dys15_C09","D",20946388,4016,"E","dys","high",2
"Dys15_C09","E",11645561,4016,"E","dys","high",2
"Dys15_C09","E",24299077,4016,"E","dys","high",2
"Dys15_C10","A",23428602,4016,"E","dys","high",2
"Dys15_C10","B",10106651,4016,"E","dys","high",2
"Dys15_C10","C",6193653,4016,"E","dys","high",2
"Dys15_C10","C",15146145,4016,"E","dys","high",2
"Dys15_C10","D",23095361,4016,"E","dys","high",2
"Dys15_C10","E",15267913,4016,"E","dys","high",2
"Dys15_C10","E",28268499,4016,"E","dys","high",2
"Dys15_C11","A",14229169,4016,"E","dys","high",2
"Dys15_C11","A",17411867,4016,"E","dys","high",2
"Dys15_C11","A",22875288,4016,"E","dys","high",2
"Dys15_C11","B",11587122,4016,"E","dys","high",2
"Dys15_C11","B",21313657,4016,"E","dys","high",2
"Dys15_C11","C",13420680,4016,"E","dys","high",2
"Dys15_C11","D",4665103,4016,"E","dys","high",2
"Dys15_C11","D",18098147,4016,"E","dys","high",2
"Dys15_C11","E",6606233,4016,"E","dys","high",2
"Dys15_C12","A",22564864,4016,"E","dys","high",2
"Dys15_C12","B",19795575,4016,"E","dys","high",2
"Dys15_C12","C",0,4016,"E","dys","high",2
"Dys15_C12","D",7289201,4016,"E","dys","high",2
"Dys15_C12","D",24341224,4016,"E","dys","high",2
"Dys15_C12","E",22207525,4016,"E","dys","high",2
"Dys15_D05","A",0,4029,"E","dys","high",2
"Dys15_D05","B",7375723,4029,"E","dys","high",2
"Dys15_D05","B",21795789,4029,"E","dys","high",2
"Dys15_D05","B",24395994,4029,"E","dys","high",2
"Dys15_D05","C",13423104,4029,"E","dys","high",2
"Dys15_D05","C",23578057,4029,"E","dys","high",2
"Dys15_D05","D",0,4029,"E","dys","high",2
"Dys15_D05","E",2260729,4029,"E","dys","high",2
"Dys15_D05","E",17984487,4029,"E","dys","high",2
"Dys15_D06","A",21556304,4029,"E","dys","high",2
"Dys15_D06","A",22961850,4029,"E","dys","high",2
"Dys15_D06","B",18675538,4029,"E","dys","high",2
"Dys15_D06","C",3493265,4029,"E","dys","high",2
"Dys15_D06","C",11475730,4029,"E","dys","high",2
"Dys15_D06","D",5017752,4029,"E","dys","high",2
"Dys15_D06","D",22233282,4029,"E","dys","high",2
"Dys15_D06","D",23562378,4029,"E","dys","high",2
"Dys15_D06","E",0,4029,"E","dys","high",2
"Dys15_D08","A",0,4029,"E","dys","high",2
"Dys15_D08","B",23438834,4029,"E","dys","high",2
"Dys15_D08","C",5106706,4029,"E","dys","high",2
"Dys15_D08","C",13642487,4029,"E","dys","high",2
"Dys15_D08","D",0,4029,"E","dys","high",2
"Dys15_D08","E",13807966,4029,"E","dys","high",2
"Dys15_D08","E",27931613,4029,"E","dys","high",2
"Dys15_D09","A",0,4029,"E","dys","high",2
"Dys15_D09","B",9308633,4029,"E","dys","high",2
"Dys15_D09","B",17759069,4029,"E","dys","high",2
"Dys15_D09","B",22217587,4029,"E","dys","high",2
"Dys15_D09","C",1703935,4029,"E","dys","high",2
"Dys15_D09","D",0,4029,"E","dys","high",2
"Dys15_D09","E",18692869,4029,"E","dys","high",2
"Dys15_D09","E",27185965,4029,"E","dys","high",2
"Dys15_D10","A",0,4029,"E","dys","high",2
"Dys15_D10","B",4415854,4029,"E","dys","high",2
"Dys15_D10","B",17610424,4029,"E","dys","high",2
"Dys15_D10","C",20612969,4029,"E","dys","high",2
"Dys15_D10","D",22816807,4029,"E","dys","high",2
"Dys15_D10","E",3289769,4029,"E","dys","high",2
"Dys15_D10","E",20096005,4029,"E","dys","high",2
"Dys15_D10","E",27925558,4029,"E","dys","high",2
"Dys15_D11","A",21553765,4029,"E","dys","high",2
"Dys15_D11","B",7240499,4029,"E","dys","high",2
"Dys15_D11","C",0,4029,"E","dys","high",2
"Dys15_D11","D",13915470,4029,"E","dys","high",2
"Dys15_D11","D",25104424,4029,"E","dys","high",2
"Dys15_D11","E",10185113,4029,"E","dys","high",2
"Dys15_D12","A",0,4029,"E","dys","high",2
"Dys15_D12","B",7406498,4029,"E","dys","high",2
"Dys15_D12","B",19332629,4029,"E","dys","high",2
"Dys15_D12","C",14508694,4029,"E","dys","high",2
"Dys15_D12","D",6558465,4029,"E","dys","high",2
"Dys15_D12","D",20170780,4029,"E","dys","high",2
"Dys15_D12","D",23602329,4029,"E","dys","high",2
"Dys15_D12","E",10871189,4029,"E","dys","high",2
"Dys15_D12","E",27807068,4029,"E","dys","high",2
"Dys15_E02","A",0,4029,"E","dys","high",2
"Dys15_E02","B",1132184,4029,"E","dys","high",2
"Dys15_E02","B",18394962,4029,"E","dys","high",2
"Dys15_E02","C",6875875,4029,"E","dys","high",2
"Dys15_E02","C",15201503,4029,"E","dys","high",2
"Dys15_E02","D",11319228,4029,"E","dys","high",2
"Dys15_E02","E",2128138,4029,"E","dys","high",2
"Dys15_E02","E",13005463,4029,"E","dys","high",2
"Dys15_E04","A",0,4029,"E","dys","high",2
"Dys15_E04","B",7552571,4029,"E","dys","high",2
"Dys15_E04","C",0,4029,"E","dys","high",2
"Dys15_E04","D",8441415,4029,"E","dys","high",2
"Dys15_E04","E",13208777,4029,"E","dys","high",2
"Dys15_E05","A",21573858,4029,"E","dys","high",2
"Dys15_E05","B",4042892,4029,"E","dys","high",2
"Dys15_E05","B",24703082,4029,"E","dys","high",2
"Dys15_E05","C",12228200,4029,"E","dys","high",2
"Dys15_E05","C",22162444,4029,"E","dys","high",2
"Dys15_E05","D",18793870,4029,"E","dys","high",2
"Dys15_E05","E",7494909,4029,"E","dys","high",2
"Dys15_E06","A",21554754,4029,"E","dys","high",2
"Dys15_E06","B",0,4029,"E","dys","high",2
"Dys15_E06","C",1558244,4029,"E","dys","high",2
"Dys15_E06","C",5578451,4029,"E","dys","high",2
"Dys15_E06","D",0,4029,"E","dys","high",2
"Dys15_E06","E",17062668,4029,"E","dys","high",2
"Dys15_E06","E",27849145,4029,"E","dys","high",2
"Dys15_E07","A",21557956,4029,"E","dys","high",2
"Dys15_E07","B",9476613,4029,"E","dys","high",2
"Dys15_E07","B",25602389,4029,"E","dys","high",2
"Dys15_E07","C",12059089,4029,"E","dys","high",2
"Dys15_E07","D",7695743,4029,"E","dys","high",2
"Dys15_E07","D",16264240,4029,"E","dys","high",2
"Dys15_E07","D",22744668,4029,"E","dys","high",2
"Dys15_E07","E",8141218,4029,"E","dys","high",2
"Dys15_E07","E",15951839,4029,"E","dys","high",2
"Dys15_E07","E",31656911,4029,"E","dys","high",2
"Dys15_E08","A",21557956,4029,"E","dys","high",2
"Dys15_E08","B",14431007,4029,"E","dys","high",2
"Dys15_E08","B",20207105,4029,"E","dys","high",2
"Dys15_E08","C",2096790,4029,"E","dys","high",2
"Dys15_E08","C",12998277,4029,"E","dys","high",2
"Dys15_E08","D",24486982,4029,"E","dys","high",2
"Dys15_E08","E",4944196,4029,"E","dys","high",2
"Dys15_E08","E",16315749,4029,"E","dys","high",2
"Dys15_E09","A",0,4029,"E","dys","high",2
"Dys15_E09","B",1736035,4029,"E","dys","high",2
"Dys15_E09","B",9227940,4029,"E","dys","high",2
"Dys15_E09","C",9187866,4029,"E","dys","high",2
"Dys15_E09","D",17751235,4029,"E","dys","high",2
"Dys15_E09","D",24448908,4029,"E","dys","high",2
"Dys15_E09","E",4716349,4029,"E","dys","high",2
"Dys15_E10","A",24834891,4029,"E","dys","high",2
"Dys15_E10","B",2346466,4029,"E","dys","high",2
"Dys15_E10","C",8937358,4029,"E","dys","high",2
"Dys15_E10","D",14420352,4029,"E","dys","high",2
"Dys15_E10","D",19276601,4029,"E","dys","high",2
"Dys15_E10","D",24209935,4029,"E","dys","high",2
"Dys15_E10","E",4667175,4029,"E","dys","high",2
"Dys15_E11","A",0,4029,"E","dys","high",2
"Dys15_E11","B",0,4029,"E","dys","high",2
"Dys15_E11","C",0,4029,"E","dys","high",2
"Dys15_E11","D",15828614,4029,"E","dys","high",2
"Dys15_E11","E",0,4029,"E","dys","high",2
"Dys15_E12","A",21561123,4029,"E","dys","high",2
"Dys15_E12","B",9883088,4029,"E","dys","high",2
"Dys15_E12","C",4830356,4029,"E","dys","high",2
"Dys15_E12","C",15267357,4029,"E","dys","high",2
"Dys15_E12","D",6711533,4029,"E","dys","high",2
"Dys15_E12","D",18222988,4029,"E","dys","high",2
"Dys15_E12","E",13056155,4029,"E","dys","high",2
"Dys15_F02","A",0,4029,"E","dys","high",2
"Dys15_F02","B",4869963,4029,"E","dys","high",2
"Dys15_F02","B",21164285,4029,"E","dys","high",2
"Dys15_F02","C",6922736,4029,"E","dys","high",2
"Dys15_F02","D",0,4029,"E","dys","high",2
"Dys15_F02","E",20087565,4029,"E","dys","high",2
"Dys15_F02","E",30389328,4029,"E","dys","high",2
"Dys15_F05","A",0,4029,"E","dys","high",2
"Dys15_F05","B",17722374,4029,"E","dys","high",2
"Dys15_F05","C",0,4029,"E","dys","high",2
"Dys15_F05","D",0,4029,"E","dys","high",2
"Dys15_F05","E",3917042,4029,"E","dys","high",2
"Dys15_F06","A",21568059,4029,"E","dys","high",2
"Dys15_F06","B",1332891,4029,"E","dys","high",2
"Dys15_F06","B",7787472,4029,"E","dys","high",2
"Dys15_F06","C",21285563,4029,"E","dys","high",2
"Dys15_F06","D",19938537,4029,"E","dys","high",2
"Dys15_F06","E",9829993,4029,"E","dys","high",2
"Dys15_F07","A",21556136,4029,"E","dys","high",2
"Dys15_F07","A",24036944,4029,"E","dys","high",2
"Dys15_F07","B",0,4029,"E","dys","high",2
"Dys15_F07","C",0,4029,"E","dys","high",2
"Dys15_F07","D",24652103,4029,"E","dys","high",2
"Dys15_F07","E",0,4029,"E","dys","high",2
"Dys15_F08","A",0,4029,"E","dys","high",2
"Dys15_F08","B",7397774,4029,"E","dys","high",2
"Dys15_F08","B",19202491,4029,"E","dys","high",2
"Dys15_F08","C",5428370,4029,"E","dys","high",2
"Dys15_F08","C",22881693,4029,"E","dys","high",2
"Dys15_F08","D",21732819,4029,"E","dys","high",2
"Dys15_F08","E",0,4029,"E","dys","high",2
"Dys15_F09","A",0,4029,"E","dys","high",2
"Dys15_F09","B",18687372,4029,"E","dys","high",2
"Dys15_F09","C",11681833,4029,"E","dys","high",2
"Dys15_F09","C",19225074,4029,"E","dys","high",2
"Dys15_F09","D",16541679,4029,"E","dys","high",2
"Dys15_F09","E",16644012,4029,"E","dys","high",2
"Dys15_F09","E",31779865,4029,"E","dys","high",2
"Dys15_F10","A",25755165,4029,"E","dys","high",2
"Dys15_F10","B",8190865,4029,"E","dys","high",2
"Dys15_F10","B",11037942,4029,"E","dys","high",2
"Dys15_F10","B",19631558,4029,"E","dys","high",2
"Dys15_F10","C",14547639,4029,"E","dys","high",2
"Dys15_F10","D",17122970,4029,"E","dys","high",2
"Dys15_F10","E",7214422,4029,"E","dys","high",2
"Dys15_F11","A",0,4029,"E","dys","high",2
"Dys15_F11","B",19878373,4029,"E","dys","high",2
"Dys15_F11","B",23890303,4029,"E","dys","high",2
"Dys15_F11","C",16477664,4029,"E","dys","high",2
"Dys15_F11","D",6009919,4029,"E","dys","high",2
"Dys15_F11","D",16701515,4029,"E","dys","high",2
"Dys15_F11","E",2666493,4029,"E","dys","high",2
"Dys15_F11","E",12853152,4029,"E","dys","high",2
"Dys15_F12","A",21569283,4029,"E","dys","high",2
"Dys15_F12","B",4234512,4029,"E","dys","high",2
"Dys15_F12","C",20162954,4029,"E","dys","high",2
"Dys15_F12","C",21514114,4029,"E","dys","high",2
"Dys15_F12","D",1051734,4029,"E","dys","high",2
"Dys15_F12","D",22168415,4029,"E","dys","high",2
"Dys15_F12","E",12918811,4029,"E","dys","high",2
"Dys15_F12","E",26453800,4029,"E","dys","high",2
"Dys15_G03","A",21578749,4029,"E","dys","high",2
"Dys15_G03","B",1429430,4029,"E","dys","high",2
"Dys15_G03","B",8905137,4029,"E","dys","high",2
"Dys15_G03","C",5017523,4029,"E","dys","high",2
"Dys15_G03","D",10578629,4029,"E","dys","high",2
"Dys15_G03","D",19433610,4029,"E","dys","high",2
"Dys15_G03","E",6466605,4029,"E","dys","high",2
"Dys15_G03","E",9993528,4029,"E","dys","high",2
"Dys15_G03","E",26438891,4029,"E","dys","high",2
"Dys15_G04","A",0,4029,"E","dys","high",2
"Dys15_G04","B",7458125,4029,"E","dys","high",2
"Dys15_G04","C",6287926,4029,"E","dys","high",2
"Dys15_G04","C",12622770,4029,"E","dys","high",2
"Dys15_G04","C",15529010,4029,"E","dys","high",2
"Dys15_G04","D",6394431,4029,"E","dys","high",2
"Dys15_G04","D",20015352,4029,"E","dys","high",2
"Dys15_G04","E",16812212,4029,"E","dys","high",2
"Dys15_G05","A",21571393,4029,"E","dys","high",2
"Dys15_G05","B",1277912,4029,"E","dys","high",2
"Dys15_G05","C",9027466,4029,"E","dys","high",2
"Dys15_G05","C",15256835,4029,"E","dys","high",2
"Dys15_G05","C",23548175,4029,"E","dys","high",2
"Dys15_G05","D",4946415,4029,"E","dys","high",2
"Dys15_G05","D",15011884,4029,"E","dys","high",2
"Dys15_G05","E",3982816,4029,"E","dys","high",2
"Dys15_G06","A",21590358,4029,"E","dys","high",2
"Dys15_G06","B",8225922,4029,"E","dys","high",2
"Dys15_G06","B",24151364,4029,"E","dys","high",2
"Dys15_G06","C",0,4029,"E","dys","high",2
"Dys15_G06","D",16525040,4029,"E","dys","high",2
"Dys15_G06","E",32273478,4029,"E","dys","high",2
"Dys15_G07","A",22655502,4029,"E","dys","high",2
"Dys15_G07","B",0,4029,"E","dys","high",2
"Dys15_G07","C",11441751,4029,"E","dys","high",2
"Dys15_G07","C",14974208,4029,"E","dys","high",2
"Dys15_G07","D",0,4029,"E","dys","high",2
"Dys15_G07","E",9486878,4029,"E","dys","high",2
"Dys15_G08","A",21563657,4029,"E","dys","high",2
"Dys15_G08","B",1105248,4029,"E","dys","high",2
"Dys15_G08","B",5160269,4029,"E","dys","high",2
"Dys15_G08","B",24589712,4029,"E","dys","high",2
"Dys15_G08","C",6336527,4029,"E","dys","high",2
"Dys15_G08","D",0,4029,"E","dys","high",2
"Dys15_G08","E",3175957,4029,"E","dys","high",2
"Dys15_G09","A",1414076,5011,"E","dys","high",2
"Dys15_G09","A",11890385,5011,"E","dys","high",2
"Dys15_G09","A",20946945,5011,"E","dys","high",2
"Dys15_G09","B",0,5011,"E","dys","high",2
"Dys15_G09","C",6518480,5011,"E","dys","high",2
"Dys15_G09","C",12448782,5011,"E","dys","high",2
"Dys15_G09","C",24449409,5011,"E","dys","high",2
"Dys15_G09","D",9681988,5011,"E","dys","high",2
"Dys15_G09","E",14825264,5011,"E","dys","high",2
"Dys15_G10","A",0,5011,"E","dys","high",2
"Dys15_G10","B",22277360,5011,"E","dys","high",2
"Dys15_G10","C",8586623,5011,"E","dys","high",2
"Dys15_G10","D",4403690,5011,"E","dys","high",2
"Dys15_G10","D",9745870,5011,"E","dys","high",2
"Dys15_G10","E",9352537,5011,"E","dys","high",2
"Dys15_G11","A",18100217,5011,"E","dys","high",2
"Dys15_G11","B",15250260,5011,"E","dys","high",2
"Dys15_G11","B",21090459,5011,"E","dys","high",2
"Dys15_G11","C",19497945,5011,"E","dys","high",2
"Dys15_G11","D",9696804,5011,"E","dys","high",2
"Dys15_G11","D",11005277,5011,"E","dys","high",2
"Dys15_G11","E",11401507,5011,"E","dys","high",2
"Dys15_G11","E",20038249,5011,"E","dys","high",2
"Dys15_G11","E",24194931,5011,"E","dys","high",2
"Dys15_G12","A",3348085,5011,"E","dys","high",2
"Dys15_G12","B",8191673,5011,"E","dys","high",2
"Dys15_G12","C",4820709,5011,"E","dys","high",2
"Dys15_G12","C",12706944,5011,"E","dys","high",2
"Dys15_G12","D",22025465,5011,"E","dys","high",2
"Dys15_G12","E",11139397,5011,"E","dys","high",2
"Dys15_G12","E",22492790,5011,"E","dys","high",2
"Dys15_H01","A",11749922,5011,"E","dys","high",2
"Dys15_H01","A",24291597,5011,"E","dys","high",2
"Dys15_H01","B",1737917,5011,"E","dys","high",2
"Dys15_H01","B",6953227,5011,"E","dys","high",2
"Dys15_H01","B",10675902,5011,"E","dys","high",2
"Dys15_H01","B",26432935,5011,"E","dys","high",2
"Dys15_H01","C",4881981,5011,"E","dys","high",2
"Dys15_H01","C",16792740,5011,"E","dys","high",2
"Dys15_H01","D",0,5011,"E","dys","high",2
"Dys15_H01","E",3701669,5011,"E","dys","high",2
"Dys15_H01","E",9836681,5011,"E","dys","high",2
"Dys15_H01","E",21090133,5011,"E","dys","high",2
"Dys15_H02","A",16849584,5011,"E","dys","high",2
"Dys15_H02","B",27191047,5011,"E","dys","high",2
"Dys15_H02","C",1115855,5011,"E","dys","high",2
"Dys15_H02","C",6751378,5011,"E","dys","high",2
"Dys15_H02","C",12047534,5011,"E","dys","high",2
"Dys15_H02","D",9735611,5011,"E","dys","high",2
"Dys15_H02","D",11074403,5011,"E","dys","high",2
"Dys15_H02","D",16584783,5011,"E","dys","high",2
"Dys15_H02","E",0,5011,"E","dys","high",2
"Dys15_H03","A",8226557,5011,"E","dys","high",2
"Dys15_H03","A",17086405,5011,"E","dys","high",2
"Dys15_H03","A",25436268,5011,"E","dys","high",2
"Dys15_H03","B",23813372,5011,"E","dys","high",2
"Dys15_H03","C",16891556,5011,"E","dys","high",2
"Dys15_H03","D",9534621,5011,"E","dys","high",2
"Dys15_H03","E",5034512,5011,"E","dys","high",2
"Dys15_H03","E",10307106,5011,"E","dys","high",2
"Dys15_H03","E",17778395,5011,"E","dys","high",2
"Dys15_H04","A",1626728,5011,"E","dys","high",2
"Dys15_H04","B",7928358,5011,"E","dys","high",2
"Dys15_H04","C",13065721,5011,"E","dys","high",2
"Dys15_H04","D",5061524,5011,"E","dys","high",2
"Dys15_H04","D",9713712,5011,"E","dys","high",2
"Dys15_H04","E",25183755,5011,"E","dys","high",2
"Dys15_H05","A",2636660,5011,"E","dys","high",2
"Dys15_H05","A",5990606,5011,"E","dys","high",2
"Dys15_H05","A",11230283,5011,"E","dys","high",2
"Dys15_H05","B",1476819,5011,"E","dys","high",2
"Dys15_H05","C",11935044,5011,"E","dys","high",2
"Dys15_H05","D",7014951,5011,"E","dys","high",2
"Dys15_H05","D",9764093,5011,"E","dys","high",2
"Dys15_H05","D",20247048,5011,"E","dys","high",2
"Dys15_H05","D",25037528,5011,"E","dys","high",2
"Dys15_H05","E",0,5011,"E","dys","high",2
"Dys15_H06","A",18059039,5011,"E","dys","high",2
"Dys15_H06","B",10174399,5011,"E","dys","high",2
"Dys15_H06","B",17042600,5011,"E","dys","high",2
"Dys15_H06","C",12994906,5011,"E","dys","high",2
"Dys15_H06","D",9742918,5011,"E","dys","high",2
"Dys15_H06","E",0,5011,"E","dys","high",2
"Dys15_H07","A",11588749,5011,"E","dys","high",2
"Dys15_H07","B",14543226,5011,"E","dys","high",2
"Dys15_H07","C",13122575,5011,"E","dys","high",2
"Dys15_H07","D",9992596,5011,"E","dys","high",2
"Dys15_H07","E",0,5011,"E","dys","high",2
"Dys15_H08","A",9364945,5011,"E","dys","high",2
"Dys15_H08","A",25053352,5011,"E","dys","high",2
"Dys15_H08","B",14346175,5011,"E","dys","high",2
"Dys15_H08","B",21028188,5011,"E","dys","high",2
"Dys15_H08","C",21830565,5011,"E","dys","high",2
"Dys15_H08","D",5390566,5011,"E","dys","high",2
"Dys15_H08","D",9736419,5011,"E","dys","high",2
"Dys15_H08","D",11353205,5011,"E","dys","high",2
"Dys15_H08","D",24198884,5011,"E","dys","high",2
"Dys15_H08","E",7075063,5011,"E","dys","high",2
"Dys15_H08","E",15266451,5011,"E","dys","high",2
"Dys15_H09","A",12856618,5011,"E","dys","high",2
"Dys15_H09","A",18492762,5011,"E","dys","high",2
"Dys15_H09","B",8791973,5011,"E","dys","high",2
"Dys15_H09","B",14756783,5011,"E","dys","high",2
"Dys15_H09","C",9442336,5011,"E","dys","high",2
"Dys15_H09","C",17514885,5011,"E","dys","high",2
"Dys15_H09","D",15379836,5011,"E","dys","high",2
"Dys15_H09","D",24999909,5011,"E","dys","high",2
"Dys15_H09","E",5539528,5011,"E","dys","high",2
"Dys15_H09","E",20647562,5011,"E","dys","high",2
"Dys15_H10","A",1119012,5011,"E","dys","high",2
"Dys15_H10","A",18896711,5011,"E","dys","high",2
"Dys15_H10","B",0,5011,"E","dys","high",2
"Dys15_H10","C",0,5011,"E","dys","high",2
"Dys15_H10","D",15324247,5011,"E","dys","high",2
"Dys15_H10","E",1610312,5011,"E","dys","high",2
"Dys15_H11","A",3141826,5011,"E","dys","high",2
"Dys15_H11","A",8875039,5011,"E","dys","high",2
"Dys15_H11","A",13222004,5011,"E","dys","high",2
"Dys15_H11","A",19213501,5011,"E","dys","high",2
"Dys15_H11","B",9458773,5011,"E","dys","high",2
"Dys15_H11","B",23147430,5011,"E","dys","high",2
"Dys15_H11","C",12966245,5011,"E","dys","high",2
"Dys15_H11","D",8217349,5011,"E","dys","high",2
"Dys15_H11","D",9705397,5011,"E","dys","high",2
"Dys15_H11","E",25603450,5011,"E","dys","high",2
"Dys15_H12","A",0,5011,"E","dys","high",2
"Dys15_H12","B",21729835,5011,"E","dys","high",2
"Dys15_H12","C",9454517,5011,"E","dys","high",2
"Dys15_H12","C",20539957,5011,"E","dys","high",2
"Dys15_H12","D",9682633,5011,"E","dys","high",2
"Dys15_H12","D",25189394,5011,"E","dys","high",2
"Dys15_H12","E",8697938,5011,"E","dys","high",2
"Dys16_A02","A",11720869,5011,"E","dys","high",2
"Dys16_A02","B",13090144,5011,"E","dys","high",2
"Dys16_A02","C",0,5011,"E","dys","high",2
"Dys16_A02","D",9627969,5011,"E","dys","high",2
"Dys16_A02","E",21543797,5011,"E","dys","high",2
"Dys16_A03","A",7146671,5011,"E","dys","high",2
"Dys16_A03","B",5045171,5011,"E","dys","high",2
"Dys16_A03","B",24591813,5011,"E","dys","high",2
"Dys16_A03","C",9297305,5011,"E","dys","high",2
"Dys16_A03","C",12495079,5011,"E","dys","high",2
"Dys16_A03","D",9724322,5011,"E","dys","high",2
"Dys16_A03","D",19364049,5011,"E","dys","high",2
"Dys16_A03","E",0,5011,"E","dys","high",2
"Dys16_A04","A",19740386,5011,"E","dys","high",2
"Dys16_A04","B",15409906,5011,"E","dys","high",2
"Dys16_A04","C",0,5011,"E","dys","high",2
"Dys16_A04","D",3068762,5011,"E","dys","high",2
"Dys16_A04","D",9734348,5011,"E","dys","high",2
"Dys16_A04","E",28773361,5011,"E","dys","high",2
"Dys16_A05","A",8184068,5011,"E","dys","high",2
"Dys16_A05","B",8062210,5011,"E","dys","high",2
"Dys16_A05","B",13163060,5011,"E","dys","high",2
"Dys16_A05","B",22066260,5011,"E","dys","high",2
"Dys16_A05","C",0,5011,"E","dys","high",2
"Dys16_A05","D",9682917,5011,"E","dys","high",2
"Dys16_A05","E",2522884,5011,"E","dys","high",2
"Dys16_A05","E",25821562,5011,"E","dys","high",2
"Dys16_A06","A",0,5011,"E","dys","high",2
"Dys16_A06","B",7622155,5011,"E","dys","high",2
"Dys16_A06","B",8927937,5011,"E","dys","high",2
"Dys16_A06","C",0,5011,"E","dys","high",2
"Dys16_A06","D",9625597,5011,"E","dys","high",2
"Dys16_A06","D",22732640,5011,"E","dys","high",2
"Dys16_A06","E",11663383,5011,"E","dys","high",2
"Dys16_A06","E",18583614,5011,"E","dys","high",2
"Dys16_A06","E",27758383,5011,"E","dys","high",2
"Dys16_A07","A",0,5011,"E","dys","high",2
"Dys16_A07","B",19359737,5011,"E","dys","high",2
"Dys16_A07","C",0,5011,"E","dys","high",2
"Dys16_A07","D",2438166,5011,"E","dys","high",2
"Dys16_A07","D",9745870,5011,"E","dys","high",2
"Dys16_A07","E",0,5011,"E","dys","high",2
"Dys16_A09","A",2480174,5011,"E","dys","high",2
"Dys16_A09","A",6209209,5011,"E","dys","high",2
